player_name,bid_no,team,bid_amount,status,year
Rishabh Pant,7,DC,2.01719E+11,,2025
Rishabh Pant,8,DC,2.0188E+11,,2025
Rishabh Pant,9,DC,2.0198E+11,,2025
Rishabh Pant,10,DC,2.0208E+11,,2025
Rishabh Pant,11,DC,2.0218E+11,,2025
Rishabh Pant,12,DC,2.02216E+12,,2025
Rishabh Pant,13,DC,2.02316E+12,,2025
Rishabh Pant,14,DC,2.02416E+12,SOLD,2025
Rishabh Pant,1,LSG,20000000,,2025
Rishabh Pant,4,LSG,207500000,,2025
Rishabh Pant,5,LSG,270000000,,2025
Rishabh Pant,2,SRH,205000000,,2025
Robin Minz,2,CSK,5000000,,2025
Robin Minz,4,CSK,6000000,,2025
Robin Minz,1,MI,3000000,,2025
Robin Minz,3,MI,5500000,,2025
Robin Minz,5,MI,6500000,SOLD,2025
Robin Minz,25,GT,18000000,,2024
Robin Minz,29,GT,24000000,,2024
Robin Minz,31,GT,28000000,,2024
Robin Minz,27,GT,20000000,,2024
Robin Minz,35,GT,36000000,SOLD,2024
Robin Minz,33,GT,32000000,,2024
Robin Minz,23,GT,16000000,,2024
Robin Minz,21,GT,14000000,,2024
Robin Minz,8,MI,5500000,,2024
Robin Minz,18,MI,11000000,,2024
Robin Minz,30,MI,26000000,,2024
Robin Minz,2,MI,2500000,,2024
Robin Minz,26,MI,19000000,,2024
Robin Minz,10,MI,6500000,,2024
Robin Minz,24,MI,17000000,,2024
Robin Minz,12,MI,7500000,,2024
Robin Minz,22,MI,15000000,,2024
Robin Minz,20,MI,13000000,,2024
Robin Minz,28,MI,22000000,,2024
Robin Minz,6,MI,4500000,,2024
Robin Minz,14,MI,8500000,,2024
Robin Minz,16,MI,9500000,,2024
Robin Minz,4,MI,3500000,,2024
Robin Minz,5,CSK,4000000,,2024
Robin Minz,13,CSK,8000000,,2024
Robin Minz,19,CSK,12000000,,2024
Robin Minz,17,CSK,10000000,,2024
Robin Minz,3,CSK,3000000,,2024
Robin Minz,9,CSK,6000000,,2024
Robin Minz,15,CSK,9000000,,2024
Robin Minz,7,CSK,5000000,,2024
Robin Minz,1,CSK,2000000,,2024
Robin Minz,11,CSK,7000000,,2024
Robin Minz,32,SRH,30000000,,2024
Robin Minz,34,SRH,34000000,,2024
Romario Shepherd,1,RCB,15000000,SOLD,2025
Romario Shepherd,1,Lucknow Super Giants,5000000,SOLD,2023
Rovman Powell,2,DC,2.02228E+11,,2025
Rovman Powell,3,DC,2.02328E+11,,2025
Rovman Powell,4,DC,2.02474E+11,,2025
Rovman Powell,1,KKR,15000000,,2025
Rovman Powell,5,RR,2.02474E+11,SOLD,2025
Rovman Powell,2,RR,11000000,,2024
Rovman Powell,20,RR,38000000,,2024
Rovman Powell,22,RR,42000000,,2024
Rovman Powell,10,RR,19000000,,2024
Rovman Powell,34,RR,66000000,,2024
Rovman Powell,8,RR,17000000,,2024
Rovman Powell,14,RR,26000000,,2024
Rovman Powell,32,RR,62000000,,2024
Rovman Powell,6,RR,15000000,,2024
Rovman Powell,26,RR,50000000,,2024
Rovman Powell,28,RR,54000000,,2024
Rovman Powell,36,RR,70000000,,2024
Rovman Powell,38,RR,74000000,SOLD,2024
Rovman Powell,24,RR,46000000,,2024
Rovman Powell,12,RR,22000000,,2024
Rovman Powell,30,RR,58000000,,2024
Rovman Powell,16,RR,30000000,,2024
Rovman Powell,4,RR,13000000,,2024
Rovman Powell,18,RR,34000000,,2024
Rovman Powell,23,KKR,44000000,,2024
Rovman Powell,7,KKR,16000000,,2024
Rovman Powell,25,KKR,48000000,,2024
Rovman Powell,3,KKR,12000000,,2024
Rovman Powell,5,KKR,14000000,,2024
Rovman Powell,35,KKR,68000000,,2024
Rovman Powell,15,KKR,28000000,,2024
Rovman Powell,33,KKR,64000000,,2024
Rovman Powell,9,KKR,18000000,,2024
Rovman Powell,21,KKR,40000000,,2024
Rovman Powell,29,KKR,56000000,,2024
Rovman Powell,13,KKR,24000000,,2024
Rovman Powell,1,KKR,10000000,,2024
Rovman Powell,27,KKR,52000000,,2024
Rovman Powell,31,KKR,60000000,,2024
Rovman Powell,11,KKR,20000000,,2024
Rovman Powell,19,KKR,36000000,,2024
Rovman Powell,17,KKR,32000000,,2024
Rovman Powell,37,KKR,72000000,,2024
Ryan Rickelton,1,MI,10000000,SOLD,2025
Sachin Baby,2,RCB,20161000000,,2025
Sachin Baby,3,RCB,20171000000,,2025
Sachin Baby,5,RCB,20212000000,SOLD,2025
Sachin Baby,1,SRH,3000000,,2025
Sachin Baby,4,SRH,20182000000,,2025
Sakib Hussain,1,KKR,2000000,SOLD,2024
Sam Curran,1,CSK,20000000,,2025
Sam Curran,3,CSK,24000000,,2025
Sam Curran,5,CSK,2.02055E+11,,2025
Sam Curran,6,CSK,2.02155E+11,,2025
Sam Curran,8,CSK,2.02419E+12,,2025
Sam Curran,2,LSG,22000000,,2025
Sam Curran,4,PBKS,2.01972E+11,,2025
Sam Curran,7,PBKS,2.02319E+12,,2025
Sam Curran,9,PBKS,2.02419E+12,SOLD,2025
Sam Curran,68,Punjab Kings,180000000,,2023
Sam Curran,56,Punjab Kings,150000000,,2023
Sam Curran,54,Punjab Kings,145000000,,2023
Sam Curran,58,Punjab Kings,155000000,,2023
Sam Curran,64,Punjab Kings,170000000,,2023
Sam Curran,70,Punjab Kings,185000000,SOLD,2023
Sam Curran,50,Punjab Kings,135000000,,2023
Sam Curran,62,Punjab Kings,165000000,,2023
Sam Curran,66,Punjab Kings,175000000,,2023
Sam Curran,52,Punjab Kings,140000000,,2023
Sam Curran,60,Punjab Kings,160000000,,2023
Sam Curran,23,Mumbai Indians,67500000,,2023
Sam Curran,9,Mumbai Indians,36000000,,2023
Sam Curran,19,Mumbai Indians,57500000,,2023
Sam Curran,17,Mumbai Indians,52500000,,2023
Sam Curran,15,Mumbai Indians,48000000,,2023
Sam Curran,35,Mumbai Indians,97500000,,2023
Sam Curran,27,Mumbai Indians,77500000,,2023
Sam Curran,3,Mumbai Indians,24000000,,2023
Sam Curran,7,Mumbai Indians,32000000,,2023
Sam Curran,39,Mumbai Indians,107500000,,2023
Sam Curran,69,Mumbai Indians,182500000,,2023
Sam Curran,25,Mumbai Indians,72500000,,2023
Sam Curran,63,Mumbai Indians,167500000,,2023
Sam Curran,65,Mumbai Indians,172500000,,2023
Sam Curran,31,Mumbai Indians,87500000,,2023
Sam Curran,33,Mumbai Indians,92500000,,2023
Sam Curran,29,Mumbai Indians,82500000,,2023
Sam Curran,67,Mumbai Indians,177500000,,2023
Sam Curran,21,Mumbai Indians,62500000,,2023
Sam Curran,1,Mumbai Indians,20000000,,2023
Sam Curran,13,Mumbai Indians,44000000,,2023
Sam Curran,5,Mumbai Indians,28000000,,2023
Sam Curran,11,Mumbai Indians,40000000,,2023
Sam Curran,41,Mumbai Indians,112500000,,2023
Sam Curran,37,Mumbai Indians,102500000,,2023
Sam Curran,44,Rajasthan Royals,120000000,,2023
Sam Curran,40,Rajasthan Royals,110000000,,2023
Sam Curran,30,Rajasthan Royals,85000000,,2023
Sam Curran,26,Rajasthan Royals,75000000,,2023
Sam Curran,32,Rajasthan Royals,90000000,,2023
Sam Curran,48,Rajasthan Royals,130000000,,2023
Sam Curran,24,Rajasthan Royals,70000000,,2023
Sam Curran,28,Rajasthan Royals,80000000,,2023
Sam Curran,36,Rajasthan Royals,100000000,,2023
Sam Curran,38,Rajasthan Royals,105000000,,2023
Sam Curran,34,Rajasthan Royals,95000000,,2023
Sam Curran,42,Rajasthan Royals,115000000,,2023
Sam Curran,46,Rajasthan Royals,125000000,,2023
Sam Curran,47,Chennai Super Kings,127500000,,2023
Sam Curran,57,Chennai Super Kings,152500000,,2023
Sam Curran,53,Chennai Super Kings,142500000,,2023
Sam Curran,45,Chennai Super Kings,122500000,,2023
Sam Curran,43,Chennai Super Kings,117500000,,2023
Sam Curran,51,Chennai Super Kings,137500000,,2023
Sam Curran,49,Chennai Super Kings,132500000,,2023
Sam Curran,55,Chennai Super Kings,147500000,,2023
Sam Curran,61,Lucknow Super Giants,162500000,,2023
Sam Curran,59,Lucknow Super Giants,157500000,,2023
Sam Curran,6,Royal Challengers Bengaluru,30000000,,2023
Sam Curran,14,Royal Challengers Bengaluru,46000000,,2023
Sam Curran,8,Royal Challengers Bengaluru,34000000,,2023
Sam Curran,16,Royal Challengers Bengaluru,50000000,,2023
Sam Curran,18,Royal Challengers Bengaluru,55000000,,2023
Sam Curran,20,Royal Challengers Bengaluru,60000000,,2023
Sam Curran,2,Royal Challengers Bengaluru,22000000,,2023
Sam Curran,10,Royal Challengers Bengaluru,38000000,,2023
Sam Curran,22,Royal Challengers Bengaluru,65000000,,2023
Sam Curran,4,Royal Challengers Bengaluru,26000000,,2023
Sam Curran,12,Royal Challengers Bengaluru,42000000,,2023
Samarth Vyas,1,Sunrisers Hyderabad,2000000,SOLD,2023
Sameer Rizvi,2,CSK,8000000,,2025
Sameer Rizvi,4,CSK,9000000,,2025
Sameer Rizvi,1,DC,3000000,,2025
Sameer Rizvi,3,DC,8500000,,2025
Sameer Rizvi,5,DC,9500000,SOLD,2025
Sameer Rizvi,56,DC,78000000,,2024
Sameer Rizvi,58,DC,82000000,,2024
Sameer Rizvi,36,GT,38000000,,2024
Sameer Rizvi,12,GT,7500000,,2024
Sameer Rizvi,38,GT,42000000,,2024
Sameer Rizvi,52,GT,70000000,,2024
Sameer Rizvi,26,GT,19000000,,2024
Sameer Rizvi,44,GT,54000000,,2024
Sameer Rizvi,2,GT,2500000,,2024
Sameer Rizvi,8,GT,5500000,,2024
Sameer Rizvi,16,GT,9500000,,2024
Sameer Rizvi,32,GT,30000000,,2024
Sameer Rizvi,54,GT,74000000,,2024
Sameer Rizvi,4,GT,3500000,,2024
Sameer Rizvi,20,GT,13000000,,2024
Sameer Rizvi,42,GT,50000000,,2024
Sameer Rizvi,46,GT,58000000,,2024
Sameer Rizvi,50,GT,66000000,,2024
Sameer Rizvi,34,GT,34000000,,2024
Sameer Rizvi,10,GT,6500000,,2024
Sameer Rizvi,14,GT,8500000,,2024
Sameer Rizvi,30,GT,26000000,,2024
Sameer Rizvi,22,GT,15000000,,2024
Sameer Rizvi,28,GT,22000000,,2024
Sameer Rizvi,18,GT,11000000,,2024
Sameer Rizvi,48,GT,62000000,,2024
Sameer Rizvi,6,GT,4500000,,2024
Sameer Rizvi,24,GT,17000000,,2024
Sameer Rizvi,40,GT,46000000,,2024
Sameer Rizvi,23,CSK,16000000,,2024
Sameer Rizvi,59,CSK,84000000,SOLD,2024
Sameer Rizvi,3,CSK,3000000,,2024
Sameer Rizvi,41,CSK,48000000,,2024
Sameer Rizvi,57,CSK,80000000,,2024
Sameer Rizvi,45,CSK,56000000,,2024
Sameer Rizvi,13,CSK,8000000,,2024
Sameer Rizvi,25,CSK,18000000,,2024
Sameer Rizvi,51,CSK,68000000,,2024
Sameer Rizvi,39,CSK,44000000,,2024
Sameer Rizvi,7,CSK,5000000,,2024
Sameer Rizvi,31,CSK,28000000,,2024
Sameer Rizvi,49,CSK,64000000,,2024
Sameer Rizvi,19,CSK,12000000,,2024
Sameer Rizvi,21,CSK,14000000,,2024
Sameer Rizvi,1,CSK,2000000,,2024
Sameer Rizvi,43,CSK,52000000,,2024
Sameer Rizvi,15,CSK,9000000,,2024
Sameer Rizvi,17,CSK,10000000,,2024
Sameer Rizvi,27,CSK,20000000,,2024
Sameer Rizvi,5,CSK,4000000,,2024
Sameer Rizvi,55,CSK,76000000,,2024
Sameer Rizvi,47,CSK,60000000,,2024
Sameer Rizvi,53,CSK,72000000,,2024
Sameer Rizvi,33,CSK,32000000,,2024
Sameer Rizvi,11,CSK,7000000,,2024
Sameer Rizvi,29,CSK,24000000,,2024
Sameer Rizvi,35,CSK,36000000,,2024
Sameer Rizvi,9,CSK,6000000,,2024
Sameer Rizvi,37,CSK,40000000,,2024
Sanvir Singh,1,Sunrisers Hyderabad,2000000,SOLD,2023
Satyanarayana Raju,1,MI,3000000,SOLD,2025
Saurav Chauhan,1,RCB,2000000,SOLD,2024
Shahbaz Ahmed,1,LSG,10000000,,2025
Shahbaz Ahmed,3,LSG,20000000,,2025
Shahbaz Ahmed,5,LSG,24000000,,2025
Shahbaz Ahmed,6,RCB,20202000000,,2025
Shahbaz Ahmed,7,RCB,20212000000,,2025
Shahbaz Ahmed,8,RCB,2.02224E+11,,2025
Shahbaz Ahmed,9,RCB,2.02324E+11,,2025
Shahbaz Ahmed,10,RCB,2.02424E+11,,2025
Shahbaz Ahmed,2,SRH,19000000,,2025
Shahbaz Ahmed,4,SRH,22000000,,2025
Shahbaz Ahmed,11,SRH,2.02424E+11,SOLD,2025
Shahrukh Khan,38,GT,50000000,,2024
Shahrukh Khan,44,GT,62000000,,2024
Shahrukh Khan,10,GT,8500000,,2024
Shahrukh Khan,26,GT,26000000,,2024
Shahrukh Khan,40,GT,54000000,,2024
Shahrukh Khan,46,GT,66000000,,2024
Shahrukh Khan,4,GT,5500000,,2024
Shahrukh Khan,6,GT,6500000,,2024
Shahrukh Khan,14,GT,11000000,,2024
Shahrukh Khan,16,GT,13000000,,2024
Shahrukh Khan,34,GT,42000000,,2024
Shahrukh Khan,36,GT,46000000,,2024
Shahrukh Khan,2,GT,4500000,,2024
Shahrukh Khan,24,GT,22000000,,2024
Shahrukh Khan,12,GT,9500000,,2024
Shahrukh Khan,32,GT,38000000,,2024
Shahrukh Khan,42,GT,58000000,,2024
Shahrukh Khan,22,GT,19000000,,2024
Shahrukh Khan,28,GT,30000000,,2024
Shahrukh Khan,30,GT,34000000,,2024
Shahrukh Khan,8,GT,7500000,,2024
Shahrukh Khan,50,GT,74000000,SOLD,2024
Shahrukh Khan,18,GT,15000000,,2024
Shahrukh Khan,48,GT,70000000,,2024
Shahrukh Khan,20,GT,17000000,,2024
Shahrukh Khan,31,PBKS,36000000,,2024
Shahrukh Khan,29,PBKS,32000000,,2024
Shahrukh Khan,5,PBKS,6000000,,2024
Shahrukh Khan,15,PBKS,12000000,,2024
Shahrukh Khan,11,PBKS,9000000,,2024
Shahrukh Khan,41,PBKS,56000000,,2024
Shahrukh Khan,23,PBKS,20000000,,2024
Shahrukh Khan,35,PBKS,44000000,,2024
Shahrukh Khan,37,PBKS,48000000,,2024
Shahrukh Khan,3,PBKS,5000000,,2024
Shahrukh Khan,19,PBKS,16000000,,2024
Shahrukh Khan,21,PBKS,18000000,,2024
Shahrukh Khan,9,PBKS,8000000,,2024
Shahrukh Khan,27,PBKS,28000000,,2024
Shahrukh Khan,39,PBKS,52000000,,2024
Shahrukh Khan,13,PBKS,10000000,,2024
Shahrukh Khan,1,PBKS,4000000,,2024
Shahrukh Khan,17,PBKS,14000000,,2024
Shahrukh Khan,33,PBKS,40000000,,2024
Shahrukh Khan,47,PBKS,68000000,,2024
Shahrukh Khan,43,PBKS,60000000,,2024
Shahrukh Khan,49,PBKS,72000000,,2024
Shahrukh Khan,25,PBKS,24000000,,2024
Shahrukh Khan,7,PBKS,7000000,,2024
Shahrukh Khan,45,PBKS,64000000,,2024
Shai Hope,1,DC,7500000,SOLD,2024
Shaik Rasheed,1,CSK,3000000,SOLD,2025
Shaik Rasheed,1,Chennai Super Kings,2000000,SOLD,2023
Shakib Al Hasan,1,Kolkata Knight Riders,15000000,SOLD,2023
Shams Mulani,1,Mumbai Indians,2000000,SOLD,2023
Shardul Thakur,3,CSK,24000000,,2024
Shardul Thakur,7,CSK,32000000,,2024
Shardul Thakur,1,CSK,20000000,,2024
Shardul Thakur,5,CSK,28000000,,2024
Shardul Thakur,9,CSK,36000000,,2024
Shardul Thakur,11,CSK,40000000,SOLD,2024
Shardul Thakur,4,SRH,26000000,,2024
Shardul Thakur,2,SRH,22000000,,2024
Shardul Thakur,10,SRH,38000000,,2024
Shardul Thakur,8,SRH,34000000,,2024
Shardul Thakur,6,SRH,30000000,,2024
Sherfane Rutherford,6,DC,2.0182E+11,,2025
Sherfane Rutherford,1,GT,15000000,,2025
Sherfane Rutherford,3,GT,22000000,,2025
Sherfane Rutherford,5,GT,26000000,,2025
Sherfane Rutherford,2,MI,20000000,,2025
Sherfane Rutherford,4,MI,24000000,,2025
Sherfane Rutherford,7,MI,2.0192E+11,,2025
Sherfane Rutherford,8,MI,2.0202E+11,,2025
Sherfane Rutherford,9,SRH,2.0202E+11,SOLD,2025
Sherfane Rutherford,1,KKR,15000000,SOLD,2024
Shivalik Sharma,1,MI,2000000,SOLD,2024
Shivam Mavi,1,LSG,5000000,,2024
Shivam Mavi,41,LSG,60000000,,2024
Shivam Mavi,9,LSG,9000000,,2024
Shivam Mavi,19,LSG,18000000,,2024
Shivam Mavi,7,LSG,8000000,,2024
Shivam Mavi,23,LSG,24000000,,2024
Shivam Mavi,3,LSG,6000000,,2024
Shivam Mavi,35,LSG,48000000,,2024
Shivam Mavi,13,LSG,12000000,,2024
Shivam Mavi,17,LSG,16000000,,2024
Shivam Mavi,11,LSG,10000000,,2024
Shivam Mavi,5,LSG,7000000,,2024
Shivam Mavi,33,LSG,44000000,,2024
Shivam Mavi,15,LSG,14000000,,2024
Shivam Mavi,29,LSG,36000000,,2024
Shivam Mavi,31,LSG,40000000,,2024
Shivam Mavi,43,LSG,64000000,SOLD,2024
Shivam Mavi,25,LSG,28000000,,2024
Shivam Mavi,39,LSG,56000000,,2024
Shivam Mavi,21,LSG,20000000,,2024
Shivam Mavi,37,LSG,52000000,,2024
Shivam Mavi,27,LSG,32000000,,2024
Shivam Mavi,10,RCB,9500000,,2024
Shivam Mavi,24,RCB,26000000,,2024
Shivam Mavi,6,RCB,7500000,,2024
Shivam Mavi,14,RCB,13000000,,2024
Shivam Mavi,42,RCB,62000000,,2024
Shivam Mavi,38,RCB,54000000,,2024
Shivam Mavi,12,RCB,11000000,,2024
Shivam Mavi,30,RCB,38000000,,2024
Shivam Mavi,34,RCB,46000000,,2024
Shivam Mavi,28,RCB,34000000,,2024
Shivam Mavi,22,RCB,22000000,,2024
Shivam Mavi,18,RCB,17000000,,2024
Shivam Mavi,40,RCB,58000000,,2024
Shivam Mavi,16,RCB,15000000,,2024
Shivam Mavi,36,RCB,50000000,,2024
Shivam Mavi,2,RCB,5500000,,2024
Shivam Mavi,32,RCB,42000000,,2024
Shivam Mavi,4,RCB,6500000,,2024
Shivam Mavi,26,RCB,30000000,,2024
Shivam Mavi,20,RCB,19000000,,2024
Shivam Mavi,8,RCB,8500000,,2024
Shivam Mavi,26,Gujarat Titans,26000000,,2023
Shivam Mavi,30,Gujarat Titans,34000000,,2023
Shivam Mavi,20,Gujarat Titans,17000000,,2023
Shivam Mavi,36,Gujarat Titans,46000000,,2023
Shivam Mavi,18,Gujarat Titans,15000000,,2023
Shivam Mavi,28,Gujarat Titans,30000000,,2023
Shivam Mavi,22,Gujarat Titans,19000000,,2023
Shivam Mavi,14,Gujarat Titans,11000000,,2023
Shivam Mavi,32,Gujarat Titans,38000000,,2023
Shivam Mavi,16,Gujarat Titans,13000000,,2023
Shivam Mavi,38,Gujarat Titans,50000000,,2023
Shivam Mavi,42,Gujarat Titans,60000000,SOLD,2023
Shivam Mavi,40,Gujarat Titans,55000000,,2023
Shivam Mavi,34,Gujarat Titans,42000000,,2023
Shivam Mavi,24,Gujarat Titans,22000000,,2023
Shivam Mavi,21,Rajasthan Royals,18000000,,2023
Shivam Mavi,37,Rajasthan Royals,48000000,,2023
Shivam Mavi,23,Rajasthan Royals,20000000,,2023
Shivam Mavi,27,Rajasthan Royals,28000000,,2023
Shivam Mavi,39,Rajasthan Royals,52500000,,2023
Shivam Mavi,17,Rajasthan Royals,14000000,,2023
Shivam Mavi,15,Rajasthan Royals,12000000,,2023
Shivam Mavi,35,Rajasthan Royals,44000000,,2023
Shivam Mavi,31,Rajasthan Royals,36000000,,2023
Shivam Mavi,29,Rajasthan Royals,32000000,,2023
Shivam Mavi,25,Rajasthan Royals,24000000,,2023
Shivam Mavi,33,Rajasthan Royals,40000000,,2023
Shivam Mavi,41,Rajasthan Royals,57500000,,2023
Shivam Mavi,19,Rajasthan Royals,16000000,,2023
Shivam Mavi,2,Chennai Super Kings,4500000,,2023
Shivam Mavi,6,Chennai Super Kings,6500000,,2023
Shivam Mavi,10,Chennai Super Kings,8500000,,2023
Shivam Mavi,8,Chennai Super Kings,7500000,,2023
Shivam Mavi,12,Chennai Super Kings,9500000,,2023
Shivam Mavi,4,Chennai Super Kings,5500000,,2023
Shivam Mavi,7,Kolkata Knight Riders,7000000,,2023
Shivam Mavi,1,Kolkata Knight Riders,4000000,,2023
Shivam Mavi,5,Kolkata Knight Riders,6000000,,2023
Shivam Mavi,11,Kolkata Knight Riders,9000000,,2023
Shivam Mavi,9,Kolkata Knight Riders,8000000,,2023
Shivam Mavi,13,Kolkata Knight Riders,10000000,,2023
Shivam Mavi,3,Kolkata Knight Riders,5000000,,2023
Shivam Singh,1,Punjab Kings,2000000,SOLD,2023
Shreyas Gopal,1,CSK,3000000,,2025
Shreyas Gopal,2,MI,20141000000,,2025
Shreyas Gopal,3,MI,20151000000,,2025
Shreyas Gopal,4,MI,20161000000,,2025
Shreyas Gopal,5,MI,20171000000,,2025
Shreyas Gopal,10,MI,20227500000,,2025
Shreyas Gopal,6,RR,20182000000,,2025
Shreyas Gopal,7,RR,20192000000,,2025
Shreyas Gopal,8,RR,20202000000,,2025
Shreyas Gopal,9,RR,20212000000,,2025
Shreyas Gopal,11,SRH,20227500000,SOLD,2025
Shreyas Gopal,1,MI,2000000,SOLD,2024
Shreyas Iyer,2,DC,260000000,,2025
Shreyas Iyer,4,DC,265000000,,2025
Shreyas Iyer,6,DC,2.01526E+11,,2025
Shreyas Iyer,7,DC,2.01626E+11,,2025
Shreyas Iyer,8,DC,2.01726E+11,,2025
Shreyas Iyer,9,DC,2.0187E+11,,2025
Shreyas Iyer,10,DC,2.0197E+11,,2025
Shreyas Iyer,11,DC,2.0207E+11,,2025
Shreyas Iyer,12,DC,2.0217E+11,,2025
Shreyas Iyer,13,KKR,2.02212E+12,,2025
Shreyas Iyer,14,KKR,2.02312E+12,,2025
Shreyas Iyer,15,KKR,2.02412E+12,SOLD,2025
Shreyas Iyer,1,PBKS,20000000,,2025
Shreyas Iyer,3,PBKS,262500000,,2025
Shreyas Iyer,5,PBKS,267500000,,2025
Shubham Dubey,2,RCB,6500000,,2025
Shubham Dubey,4,RCB,7500000,,2025
Shubham Dubey,1,RR,3000000,,2025
Shubham Dubey,3,RR,7000000,,2025
Shubham Dubey,5,RR,8000000,SOLD,2025
Shubham Dubey,35,DC,36000000,,2024
Shubham Dubey,37,DC,40000000,,2024
Shubham Dubey,3,DC,3000000,,2024
Shubham Dubey,1,DC,2000000,,2024
Shubham Dubey,15,DC,9000000,,2024
Shubham Dubey,33,DC,32000000,,2024
Shubham Dubey,5,DC,4000000,,2024
Shubham Dubey,25,DC,18000000,,2024
Shubham Dubey,45,DC,56000000,,2024
Shubham Dubey,27,DC,20000000,,2024
Shubham Dubey,9,DC,6000000,,2024
Shubham Dubey,11,DC,7000000,,2024
Shubham Dubey,13,DC,8000000,,2024
Shubham Dubey,17,DC,10000000,,2024
Shubham Dubey,41,DC,48000000,,2024
Shubham Dubey,23,DC,16000000,,2024
Shubham Dubey,7,DC,5000000,,2024
Shubham Dubey,43,DC,52000000,,2024
Shubham Dubey,19,DC,12000000,,2024
Shubham Dubey,31,DC,28000000,,2024
Shubham Dubey,21,DC,14000000,,2024
Shubham Dubey,29,DC,24000000,,2024
Shubham Dubey,39,DC,44000000,,2024
Shubham Dubey,46,RR,58000000,SOLD,2024
Shubham Dubey,24,RR,17000000,,2024
Shubham Dubey,26,RR,19000000,,2024
Shubham Dubey,32,RR,30000000,,2024
Shubham Dubey,4,RR,3500000,,2024
Shubham Dubey,14,RR,8500000,,2024
Shubham Dubey,28,RR,22000000,,2024
Shubham Dubey,44,RR,54000000,,2024
Shubham Dubey,2,RR,2500000,,2024
Shubham Dubey,36,RR,38000000,,2024
Shubham Dubey,12,RR,7500000,,2024
Shubham Dubey,40,RR,46000000,,2024
Shubham Dubey,34,RR,34000000,,2024
Shubham Dubey,38,RR,42000000,,2024
Shubham Dubey,8,RR,5500000,,2024
Shubham Dubey,22,RR,15000000,,2024
Shubham Dubey,18,RR,11000000,,2024
Shubham Dubey,6,RR,4500000,,2024
Shubham Dubey,42,RR,50000000,,2024
Shubham Dubey,30,RR,26000000,,2024
Shubham Dubey,20,RR,13000000,,2024
Shubham Dubey,16,RR,9500000,,2024
Shubham Dubey,10,RR,6500000,,2024
Sikandar Raza,1,Punjab Kings,5000000,SOLD,2023
Simarjeet Singh,2,CSK,12000000,,2025
Simarjeet Singh,4,CSK,14000000,,2025
Simarjeet Singh,6,CSK,20222000000,,2025
Simarjeet Singh,7,CSK,20232000000,,2025
Simarjeet Singh,8,CSK,20242000000,SOLD,2025
Simarjeet Singh,1,SRH,3000000,,2025
Simarjeet Singh,3,SRH,13000000,,2025
Simarjeet Singh,5,SRH,15000000,,2025
Sonu Yadav,1,Royal Challengers Bengaluru,2000000,SOLD,2023
Spencer Johnson,1,KKR,20000000,,2025
Spencer Johnson,3,KKR,24000000,,2025
Spencer Johnson,5,KKR,28000000,SOLD,2025
Spencer Johnson,2,PBKS,22000000,,2025
Spencer Johnson,4,PBKS,26000000,,2025
Spencer Johnson,40,DC,58000000,,2024
Spencer Johnson,56,DC,90000000,,2024
Spencer Johnson,26,DC,30000000,,2024
Spencer Johnson,14,DC,13000000,,2024
Spencer Johnson,10,DC,9500000,,2024
Spencer Johnson,18,DC,17000000,,2024
Spencer Johnson,34,DC,46000000,,2024
Spencer Johnson,12,DC,11000000,,2024
Spencer Johnson,28,DC,34000000,,2024
Spencer Johnson,38,DC,54000000,,2024
Spencer Johnson,44,DC,66000000,,2024
Spencer Johnson,20,DC,19000000,,2024
Spencer Johnson,24,DC,26000000,,2024
Spencer Johnson,60,DC,98000000,,2024
Spencer Johnson,16,DC,15000000,,2024
Spencer Johnson,22,DC,22000000,,2024
Spencer Johnson,8,DC,8500000,,2024
Spencer Johnson,30,DC,38000000,,2024
Spencer Johnson,36,DC,50000000,,2024
Spencer Johnson,50,DC,78000000,,2024
Spencer Johnson,52,DC,82000000,,2024
Spencer Johnson,54,DC,86000000,,2024
Spencer Johnson,32,DC,42000000,,2024
Spencer Johnson,42,DC,62000000,,2024
Spencer Johnson,48,DC,74000000,,2024
Spencer Johnson,46,DC,70000000,,2024
Spencer Johnson,58,DC,94000000,,2024
Spencer Johnson,3,GT,6000000,,2024
Spencer Johnson,49,GT,76000000,,2024
Spencer Johnson,43,GT,64000000,,2024
Spencer Johnson,45,GT,68000000,,2024
Spencer Johnson,19,GT,18000000,,2024
Spencer Johnson,39,GT,56000000,,2024
Spencer Johnson,29,GT,36000000,,2024
Spencer Johnson,31,GT,40000000,,2024
Spencer Johnson,61,GT,100000000,SOLD,2024
Spencer Johnson,47,GT,72000000,,2024
Spencer Johnson,33,GT,44000000,,2024
Spencer Johnson,35,GT,48000000,,2024
Spencer Johnson,55,GT,88000000,,2024
Spencer Johnson,27,GT,32000000,,2024
Spencer Johnson,37,GT,52000000,,2024
Spencer Johnson,17,GT,16000000,,2024
Spencer Johnson,7,GT,8000000,,2024
Spencer Johnson,25,GT,28000000,,2024
Spencer Johnson,41,GT,60000000,,2024
Spencer Johnson,11,GT,10000000,,2024
Spencer Johnson,13,GT,12000000,,2024
Spencer Johnson,5,GT,7000000,,2024
Spencer Johnson,53,GT,84000000,,2024
Spencer Johnson,9,GT,9000000,,2024
Spencer Johnson,23,GT,24000000,,2024
Spencer Johnson,1,GT,5000000,,2024
Spencer Johnson,21,GT,20000000,,2024
Spencer Johnson,59,GT,96000000,,2024
Spencer Johnson,15,GT,14000000,,2024
