player_name,bid_no,team,bid_amount,status,year
Dilshan Madushanka,19,LSG,18000000,,2024
Dilshan Madushanka,23,LSG,24000000,,2024
Dilshan Madushanka,25,LSG,28000000,,2024
Dilshan Madushanka,27,LSG,32000000,,2024
Dilshan Madushanka,7,LSG,8000000,,2024
Dilshan Madushanka,29,LSG,36000000,,2024
Dilshan Madushanka,1,LSG,5000000,,2024
Dilshan Madushanka,15,LSG,14000000,,2024
Dilshan Madushanka,13,LSG,12000000,,2024
Dilshan Madushanka,31,LSG,40000000,,2024
Dilshan Madushanka,9,LSG,9000000,,2024
Dilshan Madushanka,21,LSG,20000000,,2024
Dilshan Madushanka,5,LSG,7000000,,2024
Dilshan Madushanka,3,LSG,6000000,,2024
Dilshan Madushanka,11,LSG,10000000,,2024
Dilshan Madushanka,17,LSG,16000000,,2024
Dilshan Madushanka,33,LSG,44000000,,2024
Donavon Ferreira,3,Rajasthan Royals,3000000,,2023
Donavon Ferreira,7,Rajasthan Royals,5000000,SOLD,2023
Donavon Ferreira,1,Rajasthan Royals,2000000,SOLD,2023
Donavon Ferreira,5,Rajasthan Royals,4000000,,2023
Donavon Ferreira,6,Kolkata Knight Riders,4500000,,2023
Donavon Ferreira,2,Kolkata Knight Riders,2500000,,2023
Donavon Ferreira,4,Kolkata Knight Riders,3500000,,2023
Donovan Ferreira,1,DC,7500000,SOLD,2025
Duan Jansen,1,Mumbai Indians,2000000,SOLD,2023
Dushmantha Chameera,1,DC,7500000,SOLD,2025
Eshan Malinga,2,RR,9500000,,2025
Eshan Malinga,4,RR,11000000,,2025
Eshan Malinga,1,SRH,3000000,,2025
Eshan Malinga,3,SRH,10000000,,2025
Eshan Malinga,5,SRH,12000000,SOLD,2025
Faf du Plessis,2,CSK,2.01448E+11,,2025
Faf du Plessis,3,CSK,2.01548E+11,,2025
Faf du Plessis,4,CSK,2.01816E+11,,2025
Faf du Plessis,5,CSK,2.01916E+11,,2025
Faf du Plessis,6,CSK,2.02016E+11,,2025
Faf du Plessis,7,CSK,2.02116E+11,,2025
Faf du Plessis,1,DC,20000000,,2025
Faf du Plessis,8,RCB,2.0227E+11,,2025
Faf du Plessis,9,RCB,2.0237E+11,,2025
Faf du Plessis,10,RCB,2.0247E+11,SOLD,2025
Fazalhaq Farooqi,1,RR,20000000,,2025
Fazalhaq Farooqi,2,SRH,20225000000,,2025
Fazalhaq Farooqi,3,SRH,20235000000,,2025
Fazalhaq Farooqi,4,SRH,20245000000,SOLD,2025
Gerald Coetzee,1,GT,12500000,,2025
Gerald Coetzee,3,GT,20000000,,2025
Gerald Coetzee,5,GT,24000000,SOLD,2025
Gerald Coetzee,2,PBKS,19000000,,2025
Gerald Coetzee,4,PBKS,22000000,,2025
Gerald Coetzee,10,MI,38000000,,2024
Gerald Coetzee,4,MI,26000000,,2024
Gerald Coetzee,14,MI,46000000,,2024
Gerald Coetzee,12,MI,42000000,,2024
Gerald Coetzee,6,MI,30000000,,2024
Gerald Coetzee,2,MI,22000000,,2024
Gerald Coetzee,16,MI,50000000,SOLD,2024
Gerald Coetzee,8,MI,34000000,,2024
Gerald Coetzee,3,CSK,24000000,,2024
Gerald Coetzee,5,CSK,28000000,,2024
Gerald Coetzee,1,CSK,20000000,,2024
Gerald Coetzee,7,CSK,32000000,,2024
Gerald Coetzee,11,LSG,40000000,,2024
Gerald Coetzee,9,LSG,36000000,,2024
Gerald Coetzee,15,LSG,48000000,,2024
Gerald Coetzee,13,LSG,44000000,,2024
Glenn Maxwell,2,CSK,36000000,,2025
Glenn Maxwell,4,CSK,40000000,,2025
Glenn Maxwell,10,DC,2.0189E+11,,2025
Glenn Maxwell,1,PBKS,20000000,,2025
Glenn Maxwell,3,PBKS,38000000,,2025
Glenn Maxwell,5,PBKS,42000000,,2025
Glenn Maxwell,6,PBKS,2.0146E+11,,2025
Glenn Maxwell,7,PBKS,2.0156E+11,,2025
Glenn Maxwell,8,PBKS,2.0166E+11,,2025
Glenn Maxwell,9,PBKS,2.0176E+11,,2025
Glenn Maxwell,11,RCB,2.02011E+12,,2025
Glenn Maxwell,12,RCB,2.02114E+12,,2025
Glenn Maxwell,13,RCB,2.02211E+12,,2025
Glenn Maxwell,14,RCB,2.02311E+12,,2025
Glenn Maxwell,15,RCB,2.02411E+12,SOLD,2025
Glenn Phillips,1,GT,20000000,,2025
Glenn Phillips,2,SRH,2.02215E+11,,2025
Glenn Phillips,3,SRH,2.02315E+11,,2025
Glenn Phillips,4,SRH,2.02415E+11,SOLD,2025
Gurjapneet Singh,1,CSK,3000000,,2025
Gurjapneet Singh,3,CSK,19000000,,2025
Gurjapneet Singh,5,CSK,22000000,SOLD,2025
Gurjapneet Singh,2,GT,18000000,,2025
Gurjapneet Singh,4,GT,20000000,,2025
Gurnoor Brar,2,CSK,10000000,,2025
Gurnoor Brar,4,CSK,12000000,,2025
Gurnoor Brar,1,GT,3000000,,2025
Gurnoor Brar,3,GT,11000000,,2025
Gurnoor Brar,5,GT,13000000,SOLD,2025
Gus Atkinson,1,KKR,10000000,SOLD,2024
Harnoor Singh,1,PBKS,3000000,SOLD,2025
Harpreet Brar,2,MI,12000000,,2025
Harpreet Brar,4,MI,14000000,,2025
Harpreet Brar,1,PBKS,3000000,,2025
Harpreet Brar,3,PBKS,13000000,,2025
Harpreet Brar,5,PBKS,15000000,,2025
Harpreet Brar,6,PBKS,20192000000,,2025
Harpreet Brar,7,PBKS,20202000000,,2025
Harpreet Brar,8,PBKS,20212000000,,2025
Harpreet Brar,9,PBKS,2.02238E+11,,2025
Harpreet Brar,10,PBKS,2.02338E+11,,2025
Harpreet Brar,11,PBKS,2.02438E+11,SOLD,2025
Harpreet Singh Bhatia,5,Punjab Kings,4000000,SOLD,2023
Harpreet Singh Bhatia,3,Punjab Kings,3000000,,2023
Harpreet Singh Bhatia,1,Punjab Kings,2000000,,2023
Harpreet Singh Bhatia,2,Kolkata Knight Riders,2500000,,2023
Harpreet Singh Bhatia,4,Kolkata Knight Riders,3500000,,2023
Harry Brook,3,CSK,57500000,,2025
Harry Brook,1,DC,20000000,,2025
Harry Brook,5,DC,62500000,,2025
Harry Brook,6,DC,2.0244E+11,,2025
Harry Brook,2,PBKS,55000000,,2025
Harry Brook,4,PBKS,60000000,,2025
Harry Brook,7,SRH,2.02313E+12,SOLD,2025
Harry Brook,7,DC,32000000,,2024
Harry Brook,1,DC,20000000,,2024
Harry Brook,11,DC,40000000,SOLD,2024
Harry Brook,9,DC,36000000,,2024
Harry Brook,5,DC,28000000,,2024
Harry Brook,3,DC,24000000,,2024
Harry Brook,8,RR,34000000,,2024
Harry Brook,10,RR,38000000,,2024
Harry Brook,2,RR,22000000,,2024
Harry Brook,6,RR,30000000,,2024
Harry Brook,4,RR,26000000,,2024
Harry Brook,49,Rajasthan Royals,120000000,,2023
Harry Brook,43,Rajasthan Royals,105000000,,2023
Harry Brook,7,Rajasthan Royals,22000000,,2023
Harry Brook,27,Rajasthan Royals,65000000,,2023
Harry Brook,19,Rajasthan Royals,46000000,,2023
Harry Brook,13,Rajasthan Royals,34000000,,2023
Harry Brook,47,Rajasthan Royals,115000000,,2023
Harry Brook,35,Rajasthan Royals,85000000,,2023
Harry Brook,15,Rajasthan Royals,38000000,,2023
Harry Brook,45,Rajasthan Royals,110000000,,2023
Harry Brook,9,Rajasthan Royals,26000000,,2023
Harry Brook,41,Rajasthan Royals,100000000,,2023
Harry Brook,5,Rajasthan Royals,19000000,,2023
Harry Brook,25,Rajasthan Royals,60000000,,2023
Harry Brook,33,Rajasthan Royals,80000000,,2023
Harry Brook,31,Rajasthan Royals,75000000,,2023
Harry Brook,23,Rajasthan Royals,55000000,,2023
Harry Brook,17,Rajasthan Royals,42000000,,2023
Harry Brook,3,Rajasthan Royals,17000000,,2023
Harry Brook,21,Rajasthan Royals,50000000,,2023
Harry Brook,39,Rajasthan Royals,95000000,,2023
Harry Brook,53,Rajasthan Royals,130000000,,2023
Harry Brook,51,Rajasthan Royals,125000000,,2023
Harry Brook,29,Rajasthan Royals,70000000,,2023
Harry Brook,37,Rajasthan Royals,90000000,,2023
Harry Brook,11,Rajasthan Royals,30000000,,2023
Harry Brook,1,Rajasthan Royals,15000000,,2023
Harry Brook,22,Sunrisers Hyderabad,52500000,,2023
Harry Brook,48,Sunrisers Hyderabad,117500000,,2023
Harry Brook,36,Sunrisers Hyderabad,87500000,,2023
Harry Brook,26,Sunrisers Hyderabad,62500000,,2023
Harry Brook,54,Sunrisers Hyderabad,132500000,SOLD,2023
Harry Brook,30,Sunrisers Hyderabad,72500000,,2023
Harry Brook,44,Sunrisers Hyderabad,107500000,,2023
Harry Brook,52,Sunrisers Hyderabad,127500000,,2023
Harry Brook,24,Sunrisers Hyderabad,57500000,,2023
Harry Brook,40,Sunrisers Hyderabad,97500000,,2023
Harry Brook,38,Sunrisers Hyderabad,92500000,,2023
Harry Brook,34,Sunrisers Hyderabad,82500000,,2023
Harry Brook,28,Sunrisers Hyderabad,67500000,,2023
Harry Brook,42,Sunrisers Hyderabad,102500000,,2023
Harry Brook,32,Sunrisers Hyderabad,77500000,,2023
Harry Brook,50,Sunrisers Hyderabad,122500000,,2023
Harry Brook,46,Sunrisers Hyderabad,112500000,,2023
Harry Brook,14,Royal Challengers Bengaluru,36000000,,2023
Harry Brook,18,Royal Challengers Bengaluru,44000000,,2023
Harry Brook,6,Royal Challengers Bengaluru,20000000,,2023
Harry Brook,10,Royal Challengers Bengaluru,28000000,,2023
Harry Brook,12,Royal Challengers Bengaluru,32000000,,2023
Harry Brook,4,Royal Challengers Bengaluru,18000000,,2023
Harry Brook,16,Royal Challengers Bengaluru,40000000,,2023
Harry Brook,2,Royal Challengers Bengaluru,16000000,,2023
Harry Brook,8,Royal Challengers Bengaluru,24000000,,2023
Harry Brook,20,Royal Challengers Bengaluru,48000000,,2023
Harshal Patel,9,DC,20174000000,,2025
Harshal Patel,10,DC,20182000000,,2025
Harshal Patel,11,DC,20192000000,,2025
Harshal Patel,2,GT,65000000,,2025
Harshal Patel,3,PBKS,67500000,,2025
Harshal Patel,17,PBKS,2.02412E+12,SOLD,2025
Harshal Patel,6,RCB,20144000000,,2025
Harshal Patel,7,RCB,20154000000,,2025
Harshal Patel,8,RCB,20164000000,,2025
Harshal Patel,12,RCB,20202000000,,2025
Harshal Patel,13,RCB,20212000000,,2025
Harshal Patel,14,RCB,2.02211E+12,,2025
Harshal Patel,15,RCB,2.02311E+12,,2025
Harshal Patel,16,RCB,2.02412E+12,,2025
Harshal Patel,1,SRH,20000000,,2025
Harshal Patel,4,SRH,67500000,,2025
Harshal Patel,5,SRH,80000000,,2025
Harshal Patel,28,GT,72000000,,2024
Harshal Patel,36,GT,88000000,,2024
Harshal Patel,18,GT,52000000,,2024
Harshal Patel,42,GT,100000000,,2024
Harshal Patel,7,GT,32000000,,2024
Harshal Patel,11,GT,40000000,,2024
Harshal Patel,20,GT,56000000,,2024
Harshal Patel,5,GT,28000000,,2024
Harshal Patel,40,GT,96000000,,2024
Harshal Patel,1,GT,20000000,,2024
Harshal Patel,3,GT,24000000,,2024
Harshal Patel,13,GT,44000000,,2024
Harshal Patel,32,GT,80000000,,2024
Harshal Patel,34,GT,84000000,,2024
Harshal Patel,38,GT,92000000,,2024
Harshal Patel,22,GT,60000000,,2024
Harshal Patel,30,GT,76000000,,2024
Harshal Patel,24,GT,64000000,,2024
Harshal Patel,9,GT,36000000,,2024
Harshal Patel,26,GT,68000000,,2024
Harshal Patel,16,GT,48000000,,2024
Harshal Patel,44,GT,105000000,,2024
Harshal Patel,46,LSG,110000000,,2024
Harshal Patel,48,LSG,115000000,,2024
Harshal Patel,25,PBKS,66000000,,2024
Harshal Patel,45,PBKS,107500000,,2024
Harshal Patel,21,PBKS,58000000,,2024
Harshal Patel,10,PBKS,38000000,,2024
Harshal Patel,14,PBKS,46000000,,2024
Harshal Patel,41,PBKS,98000000,,2024
Harshal Patel,2,PBKS,22000000,,2024
Harshal Patel,8,PBKS,34000000,,2024
Harshal Patel,19,PBKS,54000000,,2024
Harshal Patel,49,PBKS,117500000,SOLD,2024
Harshal Patel,31,PBKS,78000000,,2024
Harshal Patel,12,PBKS,42000000,,2024
Harshal Patel,23,PBKS,62000000,,2024
Harshal Patel,37,PBKS,90000000,,2024
Harshal Patel,39,PBKS,94000000,,2024
Harshal Patel,15,PBKS,46000000,,2024
Harshal Patel,17,PBKS,50000000,,2024
Harshal Patel,33,PBKS,82000000,,2024
Harshal Patel,6,PBKS,30000000,,2024
Harshal Patel,43,PBKS,102500000,,2024
Harshal Patel,47,PBKS,112500000,,2024
Harshal Patel,4,PBKS,26000000,,2024
Harshal Patel,27,PBKS,70000000,,2024
Harshal Patel,35,PBKS,86000000,,2024
Harshal Patel,29,PBKS,74000000,,2024
Heinrich Klaasen,23,Delhi Capitals,46000000,,2023
Heinrich Klaasen,3,Delhi Capitals,12000000,,2023
Heinrich Klaasen,5,Delhi Capitals,14000000,,2023
Heinrich Klaasen,11,Delhi Capitals,20000000,,2023
Heinrich Klaasen,21,Delhi Capitals,40000000,,2023
Heinrich Klaasen,15,Delhi Capitals,28000000,,2023
Heinrich Klaasen,13,Delhi Capitals,24000000,,2023
Heinrich Klaasen,19,Delhi Capitals,36000000,,2023
Heinrich Klaasen,17,Delhi Capitals,32000000,,2023
Heinrich Klaasen,9,Delhi Capitals,18000000,,2023
Heinrich Klaasen,7,Delhi Capitals,16000000,,2023
Heinrich Klaasen,1,Delhi Capitals,10000000,,2023
Heinrich Klaasen,25,Delhi Capitals,50000000,,2023
Heinrich Klaasen,4,Sunrisers Hyderabad,13000000,,2023
Heinrich Klaasen,6,Sunrisers Hyderabad,15000000,,2023
Heinrich Klaasen,22,Sunrisers Hyderabad,42000000,,2023
Heinrich Klaasen,12,Sunrisers Hyderabad,22000000,,2023
Heinrich Klaasen,20,Sunrisers Hyderabad,38000000,,2023
Heinrich Klaasen,10,Sunrisers Hyderabad,19000000,,2023
Heinrich Klaasen,8,Sunrisers Hyderabad,17000000,,2023
Heinrich Klaasen,24,Sunrisers Hyderabad,48000000,,2023
Heinrich Klaasen,26,Sunrisers Hyderabad,52500000,SOLD,2023
Heinrich Klaasen,16,Sunrisers Hyderabad,30000000,,2023
Heinrich Klaasen,18,Sunrisers Hyderabad,34000000,,2023
Heinrich Klaasen,14,Sunrisers Hyderabad,26000000,,2023
Heinrich Klaasen,2,Kolkata Knight Riders,11000000,,2023
Himanshu Sharma,1,Royal Challengers Bengaluru,2000000,SOLD,2023
Himmat Singh,1,LSG,3000000,SOLD,2025
Ishan Kishan,6,MI,2.01862E+11,,2025
Ishan Kishan,7,MI,2.01962E+11,,2025
Ishan Kishan,8,MI,2.02062E+11,,2025
Ishan Kishan,9,MI,2.02162E+11,,2025
Ishan Kishan,10,MI,2.02215E+12,,2025
Ishan Kishan,11,MI,2.02315E+12,,2025
Ishan Kishan,12,MI,2.02415E+12,SOLD,2025
Ishan Kishan,2,PBKS,105000000,,2025
Ishan Kishan,4,PBKS,110000000,,2025
Ishan Kishan,1,SRH,20000000,,2025
Ishan Kishan,3,SRH,107500000,,2025
Ishan Kishan,5,SRH,112500000,,2025
Ishant Sharma,5,DC,2.01911E+11,,2025
Ishant Sharma,6,DC,2.02011E+11,,2025
Ishant Sharma,7,DC,2.02111E+11,SOLD,2025
Ishant Sharma,1,GT,7500000,,2025
Ishant Sharma,4,PBKS,2.0172E+11,,2025
Ishant Sharma,2,SRH,2.01415E+11,,2025
Ishant Sharma,3,SRH,2.01515E+11,,2025
Ishant Sharma,1,Delhi Capitals,5000000,SOLD,2023
Jacob Bethell,4,PBKS,24000000,,2025
Jacob Bethell,1,RCB,12500000,,2025
Jacob Bethell,3,RCB,22000000,,2025
Jacob Bethell,5,RCB,26000000,SOLD,2025
Jacob Bethell,2,SRH,20000000,,2025
Jamie Overton,1,CSK,15000000,SOLD,2025
Jason Holder,18,Rajasthan Royals,57500000,SOLD,2023
Jason Holder,8,Rajasthan Royals,36000000,,2023
Jason Holder,4,Rajasthan Royals,26000000,,2023
Jason Holder,6,Rajasthan Royals,30000000,,2023
Jason Holder,14,Rajasthan Royals,48000000,,2023
Jason Holder,2,Rajasthan Royals,22000000,,2023
Jason Holder,10,Rajasthan Royals,40000000,,2023
Jason Holder,12,Rajasthan Royals,44000000,,2023
Jason Holder,16,Rajasthan Royals,52500000,,2023
Jason Holder,9,Chennai Super Kings,38000000,,2023
Jason Holder,7,Chennai Super Kings,34000000,,2023
Jason Holder,1,Chennai Super Kings,20000000,,2023
Jason Holder,13,Chennai Super Kings,46000000,,2023
Jason Holder,11,Chennai Super Kings,42000000,,2023
Jason Holder,15,Chennai Super Kings,50000000,,2023
Jason Holder,3,Chennai Super Kings,24000000,,2023
Jason Holder,5,Chennai Super Kings,28000000,,2023
Jason Holder,17,Chennai Super Kings,55000000,,2023
Jayant Yadav,2,DC,20141000000,,2025
Jayant Yadav,3,DC,20151000000,,2025
Jayant Yadav,4,DC,20161000000,,2025
Jayant Yadav,5,DC,20171000000,,2025
Jayant Yadav,6,DC,20185000000,,2025
Jayant Yadav,1,GT,7500000,,2025
Jayant Yadav,10,GT,2.02217E+11,,2025
Jayant Yadav,11,GT,2.02317E+11,,2025
Jayant Yadav,12,GT,2.02417E+11,SOLD,2025
Jayant Yadav,7,MI,20195000000,,2025
Jayant Yadav,8,MI,20205000000,,2025
Jayant Yadav,9,MI,20215000000,,2025
Jaydev Unadkat,2,DC,2.01428E+11,,2025
Jaydev Unadkat,3,DC,2.01511E+11,,2025
Jaydev Unadkat,4,KKR,2.01616E+11,,2025
Jaydev Unadkat,7,KKR,2.0213E+11,,2025
Jaydev Unadkat,5,RR,2.01984E+11,,2025
Jaydev Unadkat,6,RR,2.0203E+11,,2025
Jaydev Unadkat,8,RR,2.0213E+11,,2025
Jaydev Unadkat,9,RR,2.01812E+12,SOLD,2025
Jaydev Unadkat,1,SRH,10000000,,2025
Jaydev Unadkat,4,DC,6500000,,2024
Jaydev Unadkat,16,DC,15000000,,2024
Jaydev Unadkat,8,DC,8500000,,2024
Jaydev Unadkat,14,DC,13000000,,2024
Jaydev Unadkat,10,DC,9500000,,2024
Jaydev Unadkat,6,DC,7500000,,2024
Jaydev Unadkat,12,DC,11000000,,2024
Jaydev Unadkat,2,DC,5500000,,2024
Jaydev Unadkat,17,SRH,16000000,SOLD,2024
Jaydev Unadkat,3,SRH,6000000,,2024
Jaydev Unadkat,7,SRH,8000000,,2024
Jaydev Unadkat,5,SRH,7000000,,2024
Jaydev Unadkat,15,SRH,14000000,,2024
Jaydev Unadkat,13,SRH,12000000,,2024
Jaydev Unadkat,9,SRH,9000000,,2024
Jaydev Unadkat,1,SRH,5000000,,2024
Jaydev Unadkat,11,SRH,10000000,,2024
Jaydev Unadkat,1,Lucknow Super Giants,5000000,SOLD,2023
Jhatavedh Subramanyan,1,SRH,2000000,SOLD,2024
Jhye Richardson,1,DC,15000000,,2024
Jhye Richardson,3,DC,17000000,,2024
Jhye Richardson,19,DC,46000000,,2024
Jhye Richardson,13,DC,34000000,,2024
Jhye Richardson,5,DC,19000000,,2024
Jhye Richardson,21,DC,50000000,SOLD,2024
Jhye Richardson,7,DC,22000000,,2024
Jhye Richardson,11,DC,30000000,,2024
Jhye Richardson,9,DC,26000000,,2024
Jhye Richardson,17,DC,42000000,,2024
Jhye Richardson,15,DC,38000000,,2024
Jhye Richardson,18,RCB,44000000,,2024
Jhye Richardson,16,RCB,40000000,,2024
Jhye Richardson,8,RCB,24000000,,2024
Jhye Richardson,10,RCB,28000000,,2024
Jhye Richardson,2,RCB,16000000,,2024
Jhye Richardson,6,RCB,20000000,,2024
Jhye Richardson,14,RCB,36000000,,2024
Jhye Richardson,4,RCB,18000000,,2024
Jhye Richardson,20,RCB,48000000,,2024
Jhye Richardson,12,RCB,32000000,,2024
Jhye Richardson,1,Mumbai Indians,15000000,SOLD,2023
Jitesh Sharma,2,CSK,67500000,,2025
Jitesh Sharma,3,PBKS,70000000,,2025
Jitesh Sharma,6,PBKS,20222000000,,2025
Jitesh Sharma,7,PBKS,20232000000,,2025
Jitesh Sharma,8,PBKS,20242000000,SOLD,2025
Jitesh Sharma,1,RCB,10000000,,2025
Jitesh Sharma,4,RCB,70000000,,2025
Jitesh Sharma,5,RCB,110000000,,2025
Joe Root,1,Rajasthan Royals,10000000,SOLD,2023
Jofra Archer,2,MI,117500000,,2025
Jofra Archer,4,MI,122500000,,2025
Jofra Archer,10,MI,2.0228E+11,,2025
Jofra Archer,11,MI,2.0238E+11,SOLD,2025
Jofra Archer,1,RR,20000000,,2025
Jofra Archer,3,RR,120000000,,2025
Jofra Archer,5,RR,125000000,,2025
Jofra Archer,6,RR,2.01872E+11,,2025
Jofra Archer,7,RR,2.01972E+11,,2025
Jofra Archer,8,RR,2.02072E+11,,2025
Jofra Archer,9,RR,2.02172E+11,,2025
Jos Buttler,1,GT,20000000,,2025
Jos Buttler,3,GT,150000000,,2025
Jos Buttler,5,GT,157500000,,2025
Jos Buttler,2,LSG,147500000,,2025
Jos Buttler,4,LSG,152500000,,2025
Jos Buttler,6,MI,2.01638E+11,,2025
Jos Buttler,7,MI,2.01738E+11,,2025
Jos Buttler,14,MI,2.0241E+12,,2025
Jos Buttler,8,RR,2.01844E+11,,2025
Jos Buttler,9,RR,2.01944E+11,,2025
Jos Buttler,10,RR,2.02044E+11,,2025
Jos Buttler,11,RR,2.02144E+11,,2025
Jos Buttler,12,RR,2.0221E+12,,2025
Jos Buttler,13,RR,2.0231E+12,,2025
Jos Buttler,15,RR,2.0241E+12,SOLD,2025
Josh Hazlewood,6,CSK,2.0202E+11,,2025
Josh Hazlewood,7,CSK,2.0212E+11,,2025
Josh Hazlewood,2,MI,117500000,,2025
Josh Hazlewood,4,MI,122500000,,2025
Josh Hazlewood,1,RCB,20000000,,2025
Josh Hazlewood,3,RCB,120000000,,2025
Josh Hazlewood,5,RCB,125000000,,2025
Josh Hazlewood,8,RCB,2.02278E+11,,2025
Josh Hazlewood,9,RCB,2.02378E+11,SOLD,2025
Josh Inglis,1,PBKS,20000000,,2025
Josh Inglis,3,PBKS,22000000,,2025
Josh Inglis,5,PBKS,26000000,SOLD,2025
Josh Inglis,2,SRH,20000000,,2025
Josh Inglis,4,SRH,24000000,,2025
Joshua Little,15,Gujarat Titans,14000000,,2023
Joshua Little,25,Gujarat Titans,28000000,,2023
Joshua Little,21,Gujarat Titans,20000000,,2023
Joshua Little,5,Gujarat Titans,7000000,,2023
Joshua Little,33,Gujarat Titans,44000000,SOLD,2023
Joshua Little,17,Gujarat Titans,16000000,,2023
Joshua Little,23,Gujarat Titans,24000000,,2023
Joshua Little,13,Gujarat Titans,12000000,,2023
Joshua Little,27,Gujarat Titans,32000000,,2023
Joshua Little,31,Gujarat Titans,40000000,,2023
Joshua Little,7,Gujarat Titans,8000000,,2023
Joshua Little,11,Gujarat Titans,10000000,,2023
Joshua Little,1,Gujarat Titans,5000000,,2023
Joshua Little,19,Gujarat Titans,18000000,,2023
Joshua Little,29,Gujarat Titans,36000000,,2023
Joshua Little,9,Gujarat Titans,9000000,,2023
Joshua Little,3,Gujarat Titans,6000000,,2023
Joshua Little,16,Lucknow Super Giants,15000000,,2023
Joshua Little,10,Lucknow Super Giants,9500000,,2023
Joshua Little,12,Lucknow Super Giants,11000000,,2023
Joshua Little,14,Lucknow Super Giants,13000000,,2023
Joshua Little,30,Lucknow Super Giants,38000000,,2023
Joshua Little,4,Lucknow Super Giants,6500000,,2023
Joshua Little,8,Lucknow Super Giants,8500000,,2023
Joshua Little,6,Lucknow Super Giants,7500000,,2023
Joshua Little,18,Lucknow Super Giants,17000000,,2023
Joshua Little,32,Lucknow Super Giants,42000000,,2023
